points,bottle,description,price,variety,province,country,winery,
80,Barkan 1996 Reserve Cabernet Sauvignon (Galil),The nose offers earthy medicinal notes on the light black-cherry fruit. Thin on the palate it has a cough syrup-like taste. The tannins are soft the acids low. Finishes short.,19.0,Cabernet Sauvignon,Galil,Israel,Barkan,
